start_tsc 9263541789443575 start_tsp 1739292286982504362
NODE_N=50
Initialization...
setting device 0 with name NVIDIA A100-PCIE-40GB
CUPTI_ACTIVITY_ATTR_DEVICE_BUFFER_SIZE = 3200000 B
CUPTI_ACTIVITY_ATTR_DEVICE_BUFFER_SIZE = 6400000 B
CUPTI_ACTIVITY_ATTR_DEVICE_BUFFER_POOL_LIMIT = 250
CUPTI_ACTIVITY_ATTR_DEVICE_BUFFER_POOL_LIMIT = 500
OK, begin to generate orders.
CPU_Times,1739292287507620352,1739292288044127744,536507392
Overlap_Times,0,0,0
RUNTIME cudaMalloc_v3020 (cbid=20), 1739292287507631134,1739292287507770316,139182, process 3626769, thread 2732793856, correlation 1
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288043899551,1739292288043899641,90, process 3626769, thread 2732793856, correlation 34630
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043899701,1739292288043899902,201, process 3626769, thread 2732793856, correlation 34631
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043899962,1739292288043900172,210, process 3626769, thread 2732793856, correlation 34632
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043900413,1739292288043900523,110, process 3626769, thread 2732793856, correlation 34633
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043900583,1739292288043900673,90, process 3626769, thread 2732793856, correlation 34634
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043900733,1739292288043900944,211, process 3626769, thread 2732793856, correlation 34635
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288043901064,1739292288043901264,200, process 3626769, thread 2732793856, correlation 34636
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288043901324,1739292288043901415,91, process 3626769, thread 2732793856, correlation 34637
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043901485,1739292288043901695,210, process 3626769, thread 2732793856, correlation 34638
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043901755,1739292288043901956,201, process 3626769, thread 2732793856, correlation 34639
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043902286,1739292288043902396,110, process 3626769, thread 2732793856, correlation 34640
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043902457,1739292288043902547,90, process 3626769, thread 2732793856, correlation 34641
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043902607,1739292288043902817,210, process 3626769, thread 2732793856, correlation 34642
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288043902958,1739292288043903138,180, process 3626769, thread 2732793856, correlation 34643
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288043903208,1739292288043903298,90, process 3626769, thread 2732793856, correlation 34644
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043903368,1739292288043903568,200, process 3626769, thread 2732793856, correlation 34645
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043903639,1739292288043903839,200, process 3626769, thread 2732793856, correlation 34646
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043905091,1739292288043905192,101, process 3626769, thread 2732793856, correlation 34647
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043905252,1739292288043905342,90, process 3626769, thread 2732793856, correlation 34648
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043905412,1739292288043905612,200, process 3626769, thread 2732793856, correlation 34649
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288043905763,1739292288043905953,190, process 3626769, thread 2732793856, correlation 34650
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288043906013,1739292288043906113,100, process 3626769, thread 2732793856, correlation 34651
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043906173,1739292288043906384,211, process 3626769, thread 2732793856, correlation 34652
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043906444,1739292288043906644,200, process 3626769, thread 2732793856, correlation 34653
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043926321,1739292288043926442,121, process 3626769, thread 2732793856, correlation 34654
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043926502,1739292288043926592,90, process 3626769, thread 2732793856, correlation 34655
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043926652,1739292288043926872,220, process 3626769, thread 2732793856, correlation 34656
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288043927033,1739292288043927243,210, process 3626769, thread 2732793856, correlation 34657
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288043927303,1739292288043927404,101, process 3626769, thread 2732793856, correlation 34658
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043927464,1739292288043927674,210, process 3626769, thread 2732793856, correlation 34659
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043927734,1739292288043927924,190, process 3626769, thread 2732793856, correlation 34660
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043928455,1739292288043928566,111, process 3626769, thread 2732793856, correlation 34661
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043928626,1739292288043928716,90, process 3626769, thread 2732793856, correlation 34662
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043928776,1739292288043928986,210, process 3626769, thread 2732793856, correlation 34663
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288043929127,1739292288043929337,210, process 3626769, thread 2732793856, correlation 34664
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288043929397,1739292288043929497,100, process 3626769, thread 2732793856, correlation 34665
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043929557,1739292288043929758,201, process 3626769, thread 2732793856, correlation 34666
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043929818,1739292288043930008,190, process 3626769, thread 2732793856, correlation 34667
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043931241,1739292288043931351,110, process 3626769, thread 2732793856, correlation 34668
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043931411,1739292288043931521,110, process 3626769, thread 2732793856, correlation 34669
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043931581,1739292288043931792,211, process 3626769, thread 2732793856, correlation 34670
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288043931932,1739292288043932142,210, process 3626769, thread 2732793856, correlation 34671
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288043932202,1739292288043932293,91, process 3626769, thread 2732793856, correlation 34672
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043932353,1739292288043932553,200, process 3626769, thread 2732793856, correlation 34673
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043932623,1739292288043932814,191, process 3626769, thread 2732793856, correlation 34674
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043933074,1739292288043933184,110, process 3626769, thread 2732793856, correlation 34675
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043933234,1739292288043933335,101, process 3626769, thread 2732793856, correlation 34676
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043933395,1739292288043933605,210, process 3626769, thread 2732793856, correlation 34677
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288043933755,1739292288043933936,181, process 3626769, thread 2732793856, correlation 34678
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288043934006,1739292288043934096,90, process 3626769, thread 2732793856, correlation 34679
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043934156,1739292288043934357,201, process 3626769, thread 2732793856, correlation 34680
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043934417,1739292288043934617,200, process 3626769, thread 2732793856, correlation 34681
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043935018,1739292288043935128,110, process 3626769, thread 2732793856, correlation 34682
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043935188,1739292288043935278,90, process 3626769, thread 2732793856, correlation 34683
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043935338,1739292288043935549,211, process 3626769, thread 2732793856, correlation 34684
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288043935699,1739292288043935879,180, process 3626769, thread 2732793856, correlation 34685
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288043935949,1739292288043936040,91, process 3626769, thread 2732793856, correlation 34686
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043936100,1739292288043936300,200, process 3626769, thread 2732793856, correlation 34687
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043936370,1739292288043936561,191, process 3626769, thread 2732793856, correlation 34688
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043936941,1739292288043937051,110, process 3626769, thread 2732793856, correlation 34689
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043937112,1739292288043937222,110, process 3626769, thread 2732793856, correlation 34690
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043937282,1739292288043937482,200, process 3626769, thread 2732793856, correlation 34691
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288043937633,1739292288043937823,190, process 3626769, thread 2732793856, correlation 34692
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288043937883,1739292288043937983,100, process 3626769, thread 2732793856, correlation 34693
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043938044,1739292288043938244,200, process 3626769, thread 2732793856, correlation 34694
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043938304,1739292288043938494,190, process 3626769, thread 2732793856, correlation 34695
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043938955,1739292288043939065,110, process 3626769, thread 2732793856, correlation 34696
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043939115,1739292288043939226,111, process 3626769, thread 2732793856, correlation 34697
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043939286,1739292288043939496,210, process 3626769, thread 2732793856, correlation 34698
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288043939647,1739292288043939837,190, process 3626769, thread 2732793856, correlation 34699
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288043939897,1739292288043939997,100, process 3626769, thread 2732793856, correlation 34700
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043940057,1739292288043940257,200, process 3626769, thread 2732793856, correlation 34701
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043940328,1739292288043940518,190, process 3626769, thread 2732793856, correlation 34702
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043940999,1739292288043941099,100, process 3626769, thread 2732793856, correlation 34703
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043941169,1739292288043941259,90, process 3626769, thread 2732793856, correlation 34704
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043941319,1739292288043941530,211, process 3626769, thread 2732793856, correlation 34705
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288043941670,1739292288043941861,191, process 3626769, thread 2732793856, correlation 34706
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288043941931,1739292288043942021,90, process 3626769, thread 2732793856, correlation 34707
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043942081,1739292288043942281,200, process 3626769, thread 2732793856, correlation 34708
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043942341,1739292288043942542,201, process 3626769, thread 2732793856, correlation 34709
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043943113,1739292288043943213,100, process 3626769, thread 2732793856, correlation 34710
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043943273,1739292288043943374,101, process 3626769, thread 2732793856, correlation 34711
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043943434,1739292288043943644,210, process 3626769, thread 2732793856, correlation 34712
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288043943804,1739292288043943995,191, process 3626769, thread 2732793856, correlation 34713
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288043944055,1739292288043944145,90, process 3626769, thread 2732793856, correlation 34714
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043944205,1739292288043944416,211, process 3626769, thread 2732793856, correlation 34715
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043944476,1739292288043944666,190, process 3626769, thread 2732793856, correlation 34716
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043945207,1739292288043945307,100, process 3626769, thread 2732793856, correlation 34717
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043945367,1739292288043945457,90, process 3626769, thread 2732793856, correlation 34718
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043945518,1739292288043945728,210, process 3626769, thread 2732793856, correlation 34719
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288043945878,1739292288043946068,190, process 3626769, thread 2732793856, correlation 34720
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288043946129,1739292288043946229,100, process 3626769, thread 2732793856, correlation 34721
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043946289,1739292288043946489,200, process 3626769, thread 2732793856, correlation 34722
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043946549,1739292288043946750,201, process 3626769, thread 2732793856, correlation 34723
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043947662,1739292288043947762,100, process 3626769, thread 2732793856, correlation 34724
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043947822,1739292288043947932,110, process 3626769, thread 2732793856, correlation 34725
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043947992,1739292288043948212,220, process 3626769, thread 2732793856, correlation 34726
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288043948353,1739292288043948553,200, process 3626769, thread 2732793856, correlation 34727
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288043948613,1739292288043948704,91, process 3626769, thread 2732793856, correlation 34728
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043948764,1739292288043948974,210, process 3626769, thread 2732793856, correlation 34729
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043949034,1739292288043949225,191, process 3626769, thread 2732793856, correlation 34730
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043949555,1739292288043949665,110, process 3626769, thread 2732793856, correlation 34731
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043949726,1739292288043949815,89, process 3626769, thread 2732793856, correlation 34732
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043949876,1739292288043950086,210, process 3626769, thread 2732793856, correlation 34733
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288043950236,1739292288043950427,191, process 3626769, thread 2732793856, correlation 34734
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288043950497,1739292288043950587,90, process 3626769, thread 2732793856, correlation 34735
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043950647,1739292288043950848,201, process 3626769, thread 2732793856, correlation 34736
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043950908,1739292288043951108,200, process 3626769, thread 2732793856, correlation 34737
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043951899,1739292288043952000,101, process 3626769, thread 2732793856, correlation 34738
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043952060,1739292288043952170,110, process 3626769, thread 2732793856, correlation 34739
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043952230,1739292288043952440,210, process 3626769, thread 2732793856, correlation 34740
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288043952591,1739292288043952781,190, process 3626769, thread 2732793856, correlation 34741
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288043952841,1739292288043952941,100, process 3626769, thread 2732793856, correlation 34742
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043953001,1739292288043953202,201, process 3626769, thread 2732793856, correlation 34743
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043953262,1739292288043953462,200, process 3626769, thread 2732793856, correlation 34744
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043954414,1739292288043954515,101, process 3626769, thread 2732793856, correlation 34745
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043954575,1739292288043954675,100, process 3626769, thread 2732793856, correlation 34746
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043954735,1739292288043954945,210, process 3626769, thread 2732793856, correlation 34747
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288043955096,1739292288043955286,190, process 3626769, thread 2732793856, correlation 34748
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288043955346,1739292288043955446,100, process 3626769, thread 2732793856, correlation 34749
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043955506,1739292288043955707,201, process 3626769, thread 2732793856, correlation 34750
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043955767,1739292288043955967,200, process 3626769, thread 2732793856, correlation 34751
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043956318,1739292288043956418,100, process 3626769, thread 2732793856, correlation 34752
